from_cui	to_cui	level
C0078257	C4086264	Moderate
C0005308	C1456408	Moderate
C0068475	C2350948	Moderate
C0012582	C0073992	Unknown
C0027360	C0076891	Moderate
C0281581	C0717360	Moderate
C0020264	C0025605	Major
C0027302	C4082438	Moderate
C0012373	C0085208	Moderate
C0047683	C1313386	Moderate
C0008269	C0031935	Major
C0010620	C0770393	Moderate
C0039512	C0379881	Minor
C0966107	C1999375	Major
C0017861	C0070895	Moderate
C0052585	C0717670	Minor
C0010583	C0022252	Unknown
C0059865	C0210657	Moderate
C0028094	C0108101	Moderate
C0076286	C0205758	Moderate
C0002403	C0022957	Unknown
C0030095	C1527027	Moderate
C0020268	C1453933	Moderate
C0039865	C0041056	Moderate
C0000992	C0071836	Minor
C0004057	C0528023	Unknown
C0393080	C1699926	Major
C0028902	C2746078	Moderate
C0116569	C0903898	Moderate
C0002658	C0298130	Unknown
C0006405	C0015133	Unknown
C0074281	C0754659	Unknown
C0031507	C3886623	Major
C0064113	C3848580	Moderate
C0036078	C3502652	Moderate
C0282386	C1533699	Minor
C0025678	C3661274	Moderate
C0028214	C0037982	Moderate
C0017628	C0023566	Moderate
C0022005	C0022154	Major
C0001962	C1101838	Moderate
C0015827	C0036579	Major
C0020268	C0040372	Moderate
C0055578	C3179547	Moderate
C0017861	C1572572	Moderate
C0009262	C4519273	Moderate
C0033567	C0040778	Moderate
C2347624	C2974289	Moderate
C0065879	C4287815	Moderate
C0002679	C0020740	Unknown
C0022026	C0753678	Major
C0039663	C1506770	Moderate
C0537147	C0913246	Unknown
C0042679	C2935436	Moderate
C2930789	C2974289	Moderate
C0042874	C2987603	Minor
C0024027	C2343589	Moderate
C0717360	C0765273	Moderate
C0796392	C3541342	Moderate
C0031392	C0034282	Moderate
C0123677	C0360534	Minor
C0028356	C0666743	Moderate
C0033508	C4278675	Moderate
C0075262	C2830183	Moderate
C0025677	C0527316	Unknown
C0068897	C0143083	Moderate
C0016229	C0020336	Major
C0022209	C0039512	Moderate
C0039771	C0292818	Moderate
C0007343	C0008286	Moderate
C1831808	C4740904	Moderate
C0033497	C3490348	Moderate
C0041031	C0167117	Moderate
C0040263	C2698692	Moderate
C0022028	C0031937	Moderate
C0039286	C4329353	Moderate
C0002563	C0061323	Major
C0031507	C1678805	Major
C0209211	C2353951	Moderate
C0286738	C3852841	Major
C0218986	C2744440	Moderate
C0136123	C2973446	Moderate
C1872109	C4045494	Major
C0121902	C1998098	Major
C0000992	C0014912	Moderate
C0213404	C3886731	Moderate
C0025677	C0971023	Moderate
C0040864	C0244821	Unknown
C0016277	C0657912	Unknown
C0286738	C4519232	Moderate
C0060501	C0065374	Unknown
C0008280	C4078701	Moderate
C0033126	C0039245	Moderate
C0023556	C0058218	Moderate
C0014912	C0023992	Unknown
C0007257	C2353893	Major
C0027603	C1516119	Moderate
C2744440	C5828321	Moderate
C0014892	C0040165	Unknown
C0018242	C1435444	Moderate
C0085170	C4287815	Moderate
C1099414	C4079854	Minor
C0059668	C0246689	Moderate
C0663733	C2930789	Major
C0025677	C3272344	Moderate
C0724511	C1831796	Major
C0022625	C0914729	Moderate
C0001655	C0028116	Moderate
C0012004	C0766108	Moderate
C0004259	C0030873	Moderate
C0037707	C0965129	Unknown
C0012004	C0083381	Major
C1831731	C4045494	Major
C0008783	C0074710	Moderate
C0010592	C0288171	Moderate
C0001927	C0038689	Minor
C0028066	C1699926	Moderate
C1169997	C2935023	Moderate
C0057916	C2316164	Moderate
C0016365	C0059985	Unknown
C0014806	C0024778	Moderate
C1176306	C1176316	Moderate
C0245514	C1565316	Moderate
C0018549	C0026549	Moderate
C0001367	C0289313	Unknown
C0008783	C0039468	Unknown
C0210630	C4078806	Moderate
C0006246	C0009014	Moderate
C0017861	C4682397	Moderate
C0009074	C0093437	Moderate
C4287815	C5235396	Moderate
C0020789	C0919292	Moderate
C0001047	C0001927	Unknown
C0025815	C0066621	Moderate
C0041031	C4548848	Moderate
C0012265	C3272698	Moderate
C0063757	C1453642	Major
C2742502	C3541367	Moderate
C0005740	C0210657	Moderate
C0000618	C0040934	Moderate
C0025376	C0054668	Moderate
C0013089	C0042523	Moderate
C0028833	C4524315	Moderate
C1718383	C4086264	Major
C0002658	C0020740	Unknown
C0009002	C0293359	Moderate
C0008273	C0032950	Moderate
C0021246	C1269691	Moderate
C0074554	C0127615	Unknown
C0026259	C4045494	Moderate
C0008168	C3640939	Moderate
C0008783	C0023586	Moderate
C0025853	C1096766	Moderate
C0071836	C3491971	Minor
C0051809	C0074769	Moderate
C0074493	C0752270	Moderate
C0971579	C1567130	Moderate
C0012772	C0031184	Minor
C0073983	C0378482	Minor
C2316164	C2718773	Moderate
C0010980	C0015133	Moderate
C0076110	C0085149	Unknown
C0014582	C0246415	Moderate
C0383429	C1619966	Moderate
C0006681	C3818721	Moderate
C0020740	C2698385	Major
C0025677	C0541315	Major
C0008281	C0061851	Unknown
C0085170	C0292818	Major
C0034131	C0055147	Moderate
C0007299	C0022499	Minor
C0043832	C0079083	Major
C3896936	C4519273	Moderate
C4329353	C4482908	Major
C0795635	C3255208	Moderate
C0006405	C0026196	Moderate
C0022005	C2001271	Major
C0072980	C3657824	Major
C0033148	C2930789	Major
C0213771	C0754659	Unknown
C0074554	C0169964	Moderate
C1172734	C3898565	Major
C0034414	C0169964	Moderate
C0039736	C0919292	Moderate
C0032483	C0074414	Moderate
C0033798	C1456408	Moderate
C0085173	C1099456	Major
C0011145	C0011777	Unknown
C0039644	C0209337	Moderate
C0008287	C0041014	Moderate
C0026388	C3712232	Moderate
C0529351	C3467876	Moderate
C0009079	C1872203	Major
C0078569	C4080091	Moderate
C0042523	C0913506	Minor
C1608841	C4726900	Moderate
C0005740	C0027353	Minor
C0074554	C0903898	Unknown
C0019134	C0021246	Moderate
C0018546	C1707080	Moderate
C0029112	C0040805	Moderate
C0771311	C1619629	Major
C0004482	C0038633	Unknown
C0796545	C2974289	Moderate
C0330270	C3896940	Moderate
C0009010	C0020336	Major
C0049506	C2986924	Moderate
C0007560	C0027603	Moderate
C0033228	C1718383	Major
C0008287	C3467876	Moderate
C0034665	C0043031	Moderate
C0060241	C0072857	Moderate
C2987648	C4086264	Moderate
C0000618	C0717758	Major
C0028214	C2353951	Moderate
C0536495	C4278675	Major
C0014892	C0039629	Moderate
C0025854	C0033405	Moderate
C0051809	C1145760	Moderate
C0028978	C0262964	Moderate
C0120726	C1831796	Major
C4330903	C5392453	Moderate
C0012772	C0525678	Moderate
C0008992	C0025815	Unknown
C0011816	C0039955	Moderate
C0020789	C0666743	Major
C0006463	C0536495	Minor
C0070549	C1722260	Moderate
C0772051	C2930696	Major
C0043031	C0393080	Major
C0012306	C0596004	Moderate
C0025677	C0538927	Moderate
C0026234	C0074393	Moderate
C0666743	C1831808	Moderate
C0663733	C1516119	Moderate
C0008287	C0009014	Moderate
C0032952	C0982172	Moderate
C0754011	C0907410	Moderate
C0034665	C0252643	Unknown
C0040805	C0074769	Moderate
C0021735	C1136535	Moderate
C0042839	C0209738	Unknown
C0035923	C2698692	Major
C0009011	C0060657	Unknown
C0039943	C0907402	Moderate
C0045093	C0081876	Unknown
C0016229	C0296800	Unknown
C0014963	C0064585	Moderate
C0060926	C3854019	Unknown
C0022939	C0023556	Moderate
C0006837	C0393022	Moderate
C0016280	C1608841	Moderate
C0001962	C0041056	Moderate
C0014806	C0030049	Major
C0039286	C0531104	Major
C0663241	C2930696	Major
C1176315	C1721377	Major
C0040165	C1099414	Unknown
C0003596	C0039286	Moderate
C0993630	C1620287	Moderate
C0025039	C0048038	Moderate
C0032952	C0378482	Unknown
C1831796	C4507568	Moderate
C0008996	C1506770	Moderate
C0014582	C0014806	Moderate
C0537551	C0753678	Moderate
C0288165	C2974289	Major
C0090306	C0290883	Unknown
C0008838	C0023660	Unknown
C0085173	C0754011	Moderate
C0065180	C0169964	Moderate
C0014806	C0025741	Unknown
C0011015	C0039943	Major
C0039468	C0085154	Unknown
C0039736	C0092801	Major
C0042874	C0210657	Moderate
C0010711	C0064113	Unknown
C0026196	C0078847	Unknown
C0016351	C3177235	Moderate
C0014806	C4080053	Moderate
C0063817	C0127615	Major
C0020268	C2713632	Moderate
C0114873	C0537147	Unknown
C0246421	C2698692	Moderate
C0082607	C0527316	Unknown
C2931926	C4524315	Minor
C0042670	C1136535	Moderate
C0027396	C0041014	Unknown
C1176020	C4278675	Major
C0004975	C0360172	Minor
C0038742	C1678805	Moderate
C0006674	C0762662	Unknown
C0766326	C4058811	Major
C0071568	C0085208	Moderate
C0011479	C1620287	Moderate
C0907410	C4325235	Moderate
C0004975	C0033447	Minor
C0025039	C2343853	Moderate
C0059865	C0872913	Moderate
C0074493	C0293359	Moderate
C0055819	C0379881	Moderate
C0020261	C0061863	Unknown
C0663241	C2347624	Moderate
C0717360	C3491331	Moderate
C0022245	C0754011	Moderate
C0001927	C0002575	Moderate
C0026056	C0065180	Unknown
C0281581	C0378466	Moderate
C0005578	C0010620	Moderate
C2698692	C3712232	Moderate
C0020264	C0068485	Major
C0001962	C0030812	Moderate
C0257343	C1099414	Unknown
C0961485	C4287815	Moderate
C0011777	C0025241	Unknown
C0002333	C0014806	Moderate
C0039865	C0050393	Moderate
C0052759	C1313052	Moderate
C0062941	C2316164	Moderate
C0022005	C0031392	Major
C0040341	C0069717	Moderate
C0012702	C0027235	Moderate
C0072980	C3886073	Moderate
C0140610	C0302583	Moderate
C0033567	C0072857	Moderate
C0032825	C0252643	Unknown
C2343853	C2713632	Moderate
C0011777	C0025853	Unknown
C0020823	C0065374	Unknown
C0055573	C0142785	Moderate
C0016377	C0724532	Moderate
C0025859	C0076110	Moderate
C0066101	C2350948	Moderate
C0772501	C4278675	Major
C0073983	C0937846	Minor
C0020402	C0030896	Moderate
C0034272	C0039925	Minor
C0012522	C0027235	Minor
C0013089	C0031862	Unknown
C0016280	C0376637	Moderate
C0962603	C0965618	Moderate
C0023556	C0210630	Moderate
C0017861	C3896936	Moderate
C0022635	C3181682	Major
C0040979	C0085173	Moderate
C0002333	C0014563	Unknown
C0025815	C4055109	Moderate
C4079854	C4329353	Major
C1608841	C1707080	Moderate
C0043031	C0055011	Moderate
C4079854	C4330903	Moderate
C0032952	C3255208	Moderate
C0024477	C0053799	Minor
C0009214	C0015046	Moderate
C0001367	C0076275	Unknown
C0016280	C0028005	Moderate
C0006949	C0055904	Moderate
C0296800	C1176309	Unknown
C0031412	C0032911	Major
C0041098	C0211011	Moderate
C0006405	C0033126	Moderate
C1619629	C4726929	Moderate
C0028741	C0050940	Unknown
C0752270	C2698692	Moderate
C0013030	C0025853	Minor
C0040879	C3179547	Moderate
C0068333	C0246330	Moderate
C0935989	C2343853	Moderate
C0016377	C0879399	Major
C0025815	C0025826	Moderate
C0055729	C0935989	Major
C0034417	C1705480	Moderate
C0030073	C0085208	Major
C3496793	C4547776	Major
C0025644	C0039902	Moderate
C0028214	C2000145	Moderate
C0048470	C0055573	Moderate
C0014938	C0055856	Moderate
C0025241	C1122087	Major
C0042670	C0766326	Moderate
C0024472	C1096766	Moderate
C0024477	C3851350	Moderate
C0055856	C0245561	Unknown
C0724511	C0935989	Major
C0026259	C2714632	Moderate
C0074246	C1725176	Moderate
C0034665	C0290883	Unknown
C0022026	C0033743	Major
C0033308	C3490348	Moderate
C0070122	C0246689	Moderate
C0029309	C0074493	Moderate
C0005088	C4519213	Moderate
C0002144	C0025598	Unknown
C0028193	C2974540	Moderate
C0031463	C0043031	Major
C0005038	C1621234	Moderate
C0002598	C4519273	Major
C0030049	C2714632	Major
C0032950	C0753645	Major
C0070563	C4305843	Moderate
C0065180	C0078257	Unknown
C0016410	C0671970	Major
C0054201	C0529793	Unknown
C0022625	C0038633	Minor
C0040207	C0083381	Moderate
C0297269	C1269691	Moderate
C0054340	C0070563	Moderate
C0040372	C0387288	Moderate
C0007561	C0165603	Unknown
C0057257	C1999375	Major
C0010961	C0016410	Unknown
C1176309	C4317559	Moderate
C0014892	C0025677	Unknown
C0074554	C4055478	Moderate
C0056732	C2699757	Moderate
C0301366	C0596004	Moderate
C0795635	C4055478	Moderate
C0025859	C0040372	Moderate
C0075262	C1718383	Moderate
C0006388	C0008287	Moderate
C0035525	C0038633	Unknown
C0016365	C0527189	Moderate
C0002644	C0285590	Moderate
C0019134	C0060389	Unknown
C0039286	C0052585	Major
C0042291	C0052762	Moderate
C0039736	C0123091	Moderate
C0078257	C4043954	Moderate
C0033254	C0772089	Moderate
C0016280	C0282386	Major
C0286651	C3885145	Moderate
C0025677	C4291328	Moderate
C0081876	C0537147	Unknown
C0020223	C0246415	Moderate
C4519536	C4682397	Moderate
C0054201	C0061323	Unknown
C1099414	C4086264	Minor
C0213404	C3177235	Moderate
C0042313	C0074554	Unknown
C0041942	C0063829	Moderate
C0006932	C1098510	Minor
C0028978	C4726770	Moderate
C0006837	C0040864	Moderate
C0057605	C0074710	Moderate
C0001927	C0068485	Unknown
C0008947	C0033229	Unknown
C0022245	C1872203	Major
C0074554	C0674428	Moderate
C0285590	C2827241	Major
C0085272	C0772501	Moderate
C0017066	C1533699	Moderate
C0032950	C3854019	Unknown
C0002640	C4524315	Moderate
C0072973	C0768119	Moderate
C0076080	C0114873	Unknown
C0027324	C1506770	Moderate
C0008783	C0022252	Unknown
C0083381	C0213771	Unknown
C0008809	C1998098	Major
C0011777	C4524315	Moderate
C2974289	C4555905	Major
C0754280	C2974289	Major
C0008196	C0070166	Unknown
C0028420	C0032825	Major
C0289313	C0527316	Unknown
C0015837	C2698385	Major
C0003596	C0032483	Moderate
C0010592	C0540694	Unknown
C0024477	C0033399	Minor
C0007559	C0020402	Unknown
C0006376	C1337242	Unknown
C0073992	C1873633	Moderate
C0079594	C2717561	Moderate
C0033223	C1718383	Major
C0173083	C4086264	Moderate
C0020402	C0033229	Unknown
C0008168	C0025872	Moderate
C0004482	C0071102	Minor
C0000992	C0376637	Moderate
C0025242	C0043031	Unknown
C0032613	C0057258	Moderate
C0252643	C2830183	Moderate
C0006699	C0041014	Moderate
C0085228	C1176306	Moderate
C0009214	C0055877	Moderate
C0016368	C1611934	Moderate
C0063828	C0071097	Unknown
C0052416	C0060180	Major
C0028420	C0047506	Major
C0020268	C0657912	Unknown
C0002640	C0008280	Moderate
C0002499	C0022487	Moderate
C0023791	C0066535	Minor
C0971579	C1699926	Major
C0032952	C0042874	Minor
C0082966	C2935023	Moderate
C0143083	C2974521	Moderate
C2935023	C3179549	Moderate
C0055011	C0123931	Unknown
C0039736	C1122962	Unknown
C0017861	C0077071	Moderate
C0031990	C0071097	Unknown
C0002563	C0013090	Moderate
C0026256	C1176316	Moderate
C0023660	C0035525	Unknown
C0016384	C1699926	Major
C0000608	C0008809	Unknown
C0032952	C0085154	Unknown
C0000946	C0600370	Major
C0022322	C0022625	Moderate
C0021734	C0079083	Moderate
C2714632	C4053698	Moderate
C0023992	C0031862	Unknown
C0245514	C4550368	Moderate
C0012010	C0041098	Moderate
C0016410	C0090306	Unknown
C0016280	C0028066	Moderate
C0008269	C0528023	Moderate
C0012022	C0020404	Moderate
C0022625	C1313052	Moderate
C3192263	C4726770	Moderate
C0028978	C0049506	Unknown
C0062941	C1958126	Moderate
C0024027	C0143083	Moderate
C1721377	C4519167	Major
C0028094	C4082438	Moderate
C1722267	C3853822	Moderate
C0031184	C0039736	Moderate
C0028902	C0527189	Unknown
C1176315	C4519273	Moderate
C0014942	C0795635	Moderate
C0068485	C1174893	Moderate
C0013085	C0031990	Unknown
C0085154	C1569608	Unknown
C0022322	C1176306	Moderate
C4055478	C4550368	Moderate
C1718383	C2987603	Major
C1718383	C2347624	Major
C0025677	C0078839	Unknown
C0040979	C0061851	Moderate
C0001443	C2986922	Moderate
C0114771	C4524315	Moderate
C0360534	C2746078	Minor
C0038878	C0051809	Moderate
C0029997	C0076080	Unknown
C0008168	C0244656	Moderate
C0030073	C0055147	Moderate
C0039623	C3192263	Major
C0015846	C0146224	Unknown
C0002575	C0027302	Major
C0383429	C0541315	Moderate
C0004475	C0216231	Moderate
C0033487	C0077275	Moderate
C0063828	C1171274	Moderate
C0013089	C0674428	Major
C0076110	C1269691	Moderate
C0026549	C0031955	Unknown
C0034414	C0081876	Unknown
C0526371	C1722267	Moderate
C0011701	C0030073	Moderate
C0919292	C3501358	Moderate
C0012010	C0718050	Unknown
C0039943	C0066535	Moderate
C0072980	C1456408	Moderate
C0028833	C0378482	Unknown
C0756085	C1311070	Moderate
C0006464	C0851344	Moderate
C0028066	C0169964	Moderate
C0054201	C4055433	Moderate
C0034282	C0137996	Major
C0072973	C0074281	Unknown
C0143083	C3886731	Moderate
C0020789	C2986922	Major
C0052762	C0296800	Unknown
C0002144	C0165603	Unknown
C0674428	C2973446	Moderate
C0143993	C3490329	Moderate
C0024778	C3273719	Moderate
C0034282	C0040899	Moderate
C0073992	C1998098	Moderate
C0040845	C1099414	Unknown
C0055729	C0286738	Major
C0060405	C0065512	Moderate
C0006686	C0123091	Unknown
C0724532	C1099456	Moderate
C1690432	C2001856	Moderate
C0022245	C0030812	Moderate
C0009079	C0017628	Moderate
C0013090	C0024027	Unknown
C0039286	C0073372	Moderate
C0031412	C0032952	Moderate
C0008294	C0293359	Moderate
C0813171	C4079830	Major
C0030899	C0087163	Unknown
C0040377	C0052940	Moderate
C2973446	C4726732	Moderate
C0004482	C0017066	Moderate
C0039736	C0065180	Unknown
C0120726	C2986924	Major
C0085379	C0092801	Major
C0033126	C0936148	Moderate
C0006949	C0025872	Moderate
C0038687	C0043031	Major
C0022625	C2348248	Moderate
C0006376	C0060657	Moderate
C0016377	C0538927	Moderate
C0041031	C1721377	Major
C0000992	C0304612	Minor
C0025872	C1135132	Moderate
C0020336	C0028066	Unknown
C0011777	C1722260	Minor
C0054234	C4524315	Moderate
C0025677	C0063041	Major
C0068771	C2827241	Major
C0015020	C0028005	Moderate
C0257343	C2000145	Moderate
C0011777	C0034417	Moderate
C0054094	C3854019	Moderate
C0005632	C1831731	Moderate
C0054672	C1099456	Moderate
C0020740	C0050393	Unknown
C0041014	C0286651	Unknown
C0024778	C0213771	Moderate
C0040989	C0220578	Moderate
C0039736	C0121902	Moderate
C0071129	C1121849	Moderate
C0038418	C0083381	Moderate
C0028902	C0082646	Unknown
C0081876	C1700874	Minor
C0008929	C0078569	Moderate
C0000970	C0052416	Unknown
C0002575	C0012582	Moderate
C0009074	C0028420	Unknown
C0061863	C1722267	Moderate
C0035179	C0078643	Moderate
C0030899	C0032825	Unknown
C0041030	C0525227	Moderate
C0209210	C4482908	Major
C0025760	C0026256	Moderate
C0028365	C4330903	Moderate
C0025242	C0537147	Unknown
C0013085	C0521083	Moderate
C0034417	C0209337	Moderate
C0027679	C0030576	Moderate
C0064113	C0144576	Moderate
C0032825	C0033497	Unknown
C0014806	C1455147	Major
C0018546	C0034417	Major
C0008402	C3652638	Minor
C0016278	C0538927	Moderate
C0085379	C1699926	Major
C0002144	C0144576	Unknown
C1999375	C3177235	Major
C0025376	C0026187	Unknown
C1453642	C2974289	Major
C0003596	C0016277	Moderate
C0025382	C0041031	Moderate
C0002645	C0014025	Unknown
C0030095	C3529928	Moderate
C0040165	C0073633	Unknown
C0017642	C0287721	Major
C0030095	C0065152	Moderate
C0143083	C4519220	Minor
C0006837	C2698152	Moderate
C0006686	C0085259	Unknown
C0014942	C0020268	Moderate
C0061851	C4519199	Major
C0006376	C0020264	Moderate
C1690432	C1998098	Moderate
C0010192	C0065374	Moderate
C0246415	C0673470	Moderate
C0013092	C0649350	Moderate
C0016377	C0069717	Moderate
C0024730	C0061863	Unknown
C0023660	C0040864	Unknown
C0016343	C0043474	Moderate
C0051919	C1269691	Moderate
C0039542	C0649350	Moderate
C0525005	C2698385	Major
C0018312	C0040864	Moderate
C4079830	C4726770	Moderate
C0060241	C4519323	Major
C0009002	C0907402	Moderate
C0025152	C0032831	Moderate
C0092777	C0762662	Moderate
C0011701	C0042670	Moderate
C0002600	C1455147	Moderate
C0033405	C1144149	Unknown
C0030073	C0039736	Moderate
C0031448	C0033229	Moderate
C0014710	C0076286	Major
C0022209	C0040372	Moderate
C0002502	C0218986	Moderate
C0907410	C4519273	Major
C0010592	C0913246	Moderate
C0039644	C0074722	Moderate
C0055856	C4049141	Major
C0031469	C1313386	Moderate
C0038149	C2973446	Moderate
C0012203	C0022625	Moderate
C0065879	C4287804	Moderate
C0935989	C3855916	Moderate
C0085154	C1699926	Moderate
C0026196	C4079805	Moderate
C0033567	C0525227	Moderate
C0085259	C0538927	Unknown
C0028365	C0033126	Moderate
C0050393	C1176315	Moderate
C0001962	C0017628	Moderate
C0033308	C0050940	Unknown
C0041165	C1269691	Moderate
C0008287	C0072857	Moderate
C0092777	C0118168	Moderate
C0005640	C0008241	Moderate
C0017245	C0025677	Moderate
C0028040	C0071097	Unknown
C0022322	C0085149	Moderate
C0007561	C0108111	Major
C0073393	C3491971	Moderate
C0007299	C1699926	Moderate
C0026549	C0393080	Unknown
C1176309	C2349941	Moderate
C0649350	C1135135	Unknown
C0001927	C0031447	Moderate
C0027353	C0144576	Minor
C0022005	C0028420	Major
C0042679	C1831828	Major
C0050940	C0759933	Unknown
C0077275	C0114771	Major
C0014921	C0795635	Moderate
C0011777	C0717752	Moderate
C0004482	C3489764	Moderate
C0123677	C2986922	Moderate
C3661315	C4080091	Moderate
C0074281	C0286651	Unknown
C0257190	C3181682	Major
C0082787	C3491971	Minor
C0074554	C0118168	Unknown
C0015131	C0028741	Unknown
C4055478	C5139749	Moderate
C0020740	C0031463	Moderate
C0016229	C0076110	Moderate
C0065180	C0068897	Unknown
C0108121	C2828290	Moderate
C0039943	C2974540	Moderate
C0018513	C3490348	Minor
C0058218	C0541315	Moderate
C0029997	C0073992	Unknown
C0055729	C0216278	Major
C0029112	C0244821	Moderate
C0065162	C0149368	Moderate
C0042670	C5139729	Moderate
C0065374	C1311070	Moderate
C0008783	C0040233	Moderate
C0033228	C0246415	Unknown
C0025853	C0043031	Unknown
C0033487	C0085149	Moderate
C0057626	C0527189	Moderate
C0028978	C0038675	Unknown
C0052796	C3896940	Moderate
C0965618	C3853839	Moderate
C0001911	C3529928	Moderate
C2987603	C4291328	Moderate
C0070895	C0285590	Moderate
